filename,Title,Top Topic
120_8.txt,every film job stimulate superficially take ambitious failure mass market hit day really described failure sum parts remains ambiguous indecipherable quality tantalizes watching challenging provocative movie wrap things neatly problem movie structure inpenetrable plot seems winding second ending tacked though everything technically dazzling movie exactly long unit long delayed climax leo awakening comes 20 minutes late great cinematography often comes expense decent script innovative camera technique offers wealth visual ideas compositing artifice provocative engaging character rear projected hand foreground world depicted deliberate treacherous absurd keep eyes peeled memorable technically astonishing assassination make jaw drop compositions stunning whomever chose release print videotape pan scan format must never seen dvd unfathomable anyone could give much originality bad review see least get sense von trier bit could chew movie ends richer suspect familiar hitchcock foreign correspondent devious europeans also manipulate american dupe several welles movies take delirious joy technique much von trier movies explore plight naif amidst unforgiving societies zentropa von trier moved away type audacious technical experiment towards dreary rated un nuanced sap like breaking waves dancer dark,8
121_10.txt,critics need review class quality movie think critics seen many actions films succumbed matrix style films europa breath fresh air film many layers one viewing enough understand appreciate outstanding film lars von trier shows old styles filming produce marvellous cinema build drama tension back projection effect uses film arouses enhances characters focus conversation effects uses colour black white one scene much like hitchcock girl red coat grabs attention enhances drama meaning scene commentary superb hypnotic effect maintaining focus central characters scene actions could talk effects think would agree push film category really heighten drama film film buy already one see 10 10 miss artistic noir film one great film directors,8
122_9.txt,started lose faith films recent inundated typical genre hollywood film story lines fail camera work merely copied last film similiar taste saw zentropa europa faith renewed metaphorical storyline enthralling use color black white visually stimulating narrator max von sydow takes spellbounding journey every step way engrosses europa 1945 seen death put screen hundred thousand ways beauty film takes every slow moving moment leads death unlike many films cut one second showing example knife forces watch devastating yet sensuous beauty man final moments think take something different away movie trying say definitely worth taking time find really means would love talk depth film one wishes send email enjoy,2
123_10.txt,first thing sprang mind watched closing credits europa make across screen never entire life seen film technical genius visuals europa impressive film watch wake pale comparison forget michael bay ridley scott slick hollywood cinematography europa ethereal beauty anything two could conjure million years first hail lars von trier genius back films breaking waves dancer dark stupid fact europa gone un noticed film experts long crime cinema whilst overrated rubbish like crouching tiger hidden dragon life beautiful clean academy awards know europa hidden away absent form video stores recently british tv channels visuals europa mtv gloss case style substance case substance dictating style much like first film element crime von trier uses perspective main character draw us world much like element film begins main character case europa audience hypnotized move tracks voice narrator max von sydow counts us deep sleep awake europa allows von trier three cinematographers pay conventions time imagery many scenes europa character background black white interact person foreground colour von trier trying show us much precedence coloured item person plot instance surprise first shot leopold kessler jean marc barr colour since character actions superiority film performances good may par performances later von trier films images sometimes distracting really pick first time round would like point fantastic performance jean marc barr lead role whose blind idealism slowly warn two opposing sides erupts films final act muck like element crime film ends hero unable wake nightmare state left terrible place continuing narration von sydow seal fate europa tremendous film cant help thinking shame von trier abandoned way filming since clearly one talented visual directors working time europa much like rest cinematic cannon filled wealth iconic scenes dedication composition mise en scene unrivalled mention use sound production design since frills melodramas turned breaking waves dancer dark argue seems like waste imaginative talent 10 10,7
124_10.txt,contains spoilers due describe film techniques read risk loved film use tinting scenes makes seem like old photograph come life also enjoyed projection people back screen instance one scene leopold calls wife projected behind rather typical split screen face huge back leo foreground one best uses young boys kill ravensteins train scene shot almost political poster style facial close ups reminded battleship potemkin intense constant style coupled spray red convey tons horror without much gore scene katharina finds father dead bathtub see red water side one things love von trier understatement horror ends making creepy use text film unique like leo character pushed word werewolf never seen anything like film use black comedy film well done ernst hugo jã regã rd great leo uncle brings snickers got role kingdom riget humor makes plotline absurd anal retentiveness train conductors terrible backdrop ww2 chaos easier take reminds riget way hospital administrator trying maintain normalcy end part one everything going crazy shows people truly oblivious awful things happening around yet people like leo tuned nothing positive voice done expertly well max von sydow amusing draws story makes jump leo head times scary place movie brings point one coward choose side see idea used dancer dark bjork character speak ends destruction actually one time von trier seemed anti woman making breaking waves dancer know male characters fare well either found place end dancer seriously want main character rethink actions course never,2
125_7.txt,lars von trier never backward trying new techniques original others best forgotten depicts postwar germany nightmarish train journey many cities lying ruins leo kessler young american german descent feels obliged help restoration simple task quickly finds uncle finds job night conductor zentropa railway line job attend needs passengers shoes polished chalk mark made soles terrible argument ensues passenger shoes chalked despite fact polished many allusions german fanaticism adherence stupid details railway journey like allegory representing man procession life trials tribulations one sequence leo dashes back carriages discover filled half starved bodies appearing escaped auschwitz images horrible fleeting dream terrible impact yet unconnected station called urmitz leo jumps train parceled bomb view many standers connects bomb underside carriage returns cabin makes connection time clock later jumps train high speed lies cool grass river bank looking stars decides job build destroy subsequently sees train approaching giant bridge runs breakneck speed board train stop clock care analyse situation completely impossible task quite ridiculous fact could happen dream strange one remembers little details row cups hanging hooks rattling away swaying train despite fact film widely acclaimed prefer lars von trier later films breaking waves idiots bomb scene described really put perhaps realist,7
126_10.txt,zentropa original movie seen years like unique thrillers influenced film noir right cure hollywood summer blockbusters clogging theaters days von trier follow ups like breaking waves gotten acclaim really best work flashy without distracting offers perfect combination suspense dark humor bad decided handheld cameras wave future hard say talked away style exhibits everyone loss went heavily theoretical dogma direction instead,8
127_7.txt,zentropa much common third man another noir like film set among rubble postwar europe like ttm much inventive camera work innocent american gets emotionally involved woman really understand whose naivety striking contrast natives say third man well crafted storyline zentropa bit disjointed respect perhaps intentional presented dream nightmare making coherent would spoil effect movie unrelentingly grim noir one sense one never sees sun shine grim intriguing frightening,2
128_7.txt,von trier explained created strong involvement viewer movies placing movie world middle real world imagined world viewers think watch true story fact thoroughly manipulated often point movie works disturbing dancer dark painful idiots idioterne course dogme films acted vehicle theory besides creating welcome spotlight von trier story typical von trier hero idealistic seems balance relations everybody else soon becomes victim problems others created past idealist inevitably reject society order stay idealistic becomes terrorist mankind spoiled purity leads self destruction elements also omnipresent breaking waves dancer dark movie also full cynical even humorous undertones role germans americans post war germany technical achievement movie wonderfully designed shifting fading washed colors screen overlays action different overlays shooting soon mayor interesting movie see good von trier handles film technical medium later works seems step longer interested technical achievements become easily available,2
129_9.txt,stunning cinematography thread kafkaesque absurdity movie simple yet fascinating opening scene movie plays much like dream think may people either hate love characters drawn superficially story slight perhaps little pointless failings movie conscious choices film works trying work history rather deconstruction 1940s war movies would trouble arguing much real substance movie movie cinematic wonder completely swept away one beautifully filmed movies ever wild imagination style completely understand people would hate give 9 10,8
12_9.txt,liked stanley iris much acting good story unique interesting arrangement absence violence sex refreshing characters convincing felt like could understand feelings enjoyable movie,8
130_9.txt,october 1945 american german descendant leopold kessler jean marc barr arrives post war frankfurt bitter uncle kessler ernst hugo jã regã rd gets job zentropa train line sleeping car conductor traveling train learning profession sees destructed occupied germany meets katharina hartmann barbara sukowa daughter former powerful entrepreneur transport business owner zentropa max hartmann jã rgen reenberg leopold stays neutral allied forces germans becomes aware terrorist group called werewolves killing sympathizers allied conducting subversive actions allied forces falls love katharina sooner discloses werewolf max commits suicide leopold also pressed werewolves need take position decision europa impressive anguishing kafkanian story great danish director lars von trier using expressionist style recalls fritz lang alternating magnificent black white cinematography colored details movie discloses difficult period germany problems great nation face defeated war impressive action occupation forces destroying resources could permit faster reconstruction destroyed country corruption jew identify max jean marc barr stunning performance role man wants stay neutral manipulated everywhere everybody hypnotic narration max von sydow another touch class awarded film vote nine title brazil europa,7
131_10.txt,fifth von trier film seen believe director given high score movies four element crime europa breaking waves dancer dark given 10 one idiots given 9 reconsidering whether give 10 since first saw although like see chided calling one best working directors tend agree cannot blame arrogant made great films 50 years von trier retires looked upon pre eminent film artist europe perhaps planet classes taught name simply bergman fellini time bad critics intrigued notice europa admit confusing narrative seem strong think point film obviously meant represent nightmare subconscious level absolutely clear framing film max von sydow narration hypnotized von trier hypnotized subconscious mind inclined lean towards mind since degradation europe concerns american little framing also clear seen element crime even brilliant film although disputing mind europa needs anything proper release dvd hopefully criterion theatrical aspect ratio remastered sound picture fairly sure film would seem great von trier films element crime film begins hypnotist actually see screen time hypnotizing fisher european detective wants get root mental anguish first words film fantasy okay job keep track whenever fisher narrator gets track hypnotist chastize tells get back story even laughs character given really silly trite line something along lines understand difference good evil hypnotist laughs says fisher really say key interpreting europa almost sequel sorts element crime deep von trier subconscious symbols interpreted within likely different everyone train symbolize consider internally discuss externally europa great film masterpiece never bored even though watched 3 perfect time watch actually since works dream logic,8
132_9.txt,storyline max von sydow voice narration hypnotizes protagonist audience back 1945 protagonist young american ideologist leopold kessler jean marc barr arrived post wwii 1945 germany help rebuilding damaged country uncle kessler ernst hugo jã regã rd supplies leopold job big zentropa train corporation soon leopold falls love katharina hartmann barbara sukowa daughter zentropa owner max hartmann jã rgen reenberg leopold soon finds caught web corruption taken advantage losing ideology forced chose pest colera mysterious mesmerizing manipulative noirish haunting beautiful ugly immediate grandiose descriptions come mind thinking lars von trier 1991 masterpiece europa final chapter europa trilogy usa retitled zentropa audiences confuse agnieszka holland europa europa 1990 equally wwii drama europa trilogy also consists forbrydelsens element 1984 epidemic 1987 infamous experiment sold 900 tickets danish cinemas trilogy thematically deals hypnotism loss idealism although themes trilogy essential visuals opening shot europa see locomotive moving towards us unidentified narrator literally hypnotizes us mental count ten europa ten say ten metaphor movies ability transport us subconscious dream reality europa utilizes strange extremely effective visual style famous russian director andrei tarkovsky trier main influence says black white movie occasionally intertwined red form blood red dress etc according rumors inspired steven spielberg use similar effect shindler list 1993 coincidentially another wwii drama furthermore trier uses called dutch angels reinvents background projection adding separately shot co operating layers upon layers unlike old hollywood movies incorporated economical reasons trier uses artistic reasons carefully executed strange looking visual techniques underline dream reality hypnotized universe europa real europa often criticized weighing advanced technique multi layered background projection plot characters hey reviewers criticized stanley kubrick 1968 visual masterpiece 2001 space odyssey nowadays holds obligatory place cinema history books europa also gets accused historical incorrectness apparently trier assigns nazis werewolf terrorist group much historical significance according various online sources correct fascinating subject try googl ing yet trier purposes neither educational portraying history accurately europa never ending nightmare leopold kessler hypnotized therefore universe audience encounters distorted reality equally shows memory deceives us 100 accurate reconstruction lie although young audiences experience europa young memories wwii collective memory various bbc documentaries small inaccuracies actually serve purpose inform us us post wwii germany 1945 leopolds memory three europa trilogy chapters portray young ideologists noble intentions forced corruption losing ideological innocence ambiguous endings forbrydelsens element europa show ideologists getting forever caught hypnotized realities shooting europa 1990 poland lars von trier co writer niels vã rsel extremely interested wwii shows packed extremely beautiful shots catching atmosphere time period spot great example old polish church europa shot poland primarily economic reasons last act europa 2001 space odyssey think europa receive rightfully deserved place cinema history method twisting old film noir love affair clichã visual techniques unique strange completely different anything see hollywood nowadays dream factory matter europa essential movie lars von trier catalog write pure commercial speculation would catastrophic right trier classics semi classics forbrydelsens element 1984 tv series riget 1993 dogville 2003 unique experience trier cared actors dogme95 manifesto watch count ten 9 10,7
133_10.txt,years ago friend got one friends video michael mann film heat finished movie stand saw another film tough cassette envelope owner write yet glued back seats distinct opening lacked credits two hours later sat wondering could heard masterpiece film europa lars von trier woke film noir dead deconstructed reality intentionally obvious sets yet often haunting similarity post war german photographs saw tricky cuts story hard take moral odyssey happy end young american pacifist german descent comes post war germany intent good pay bombs countrymen dropped mostly meets distrust self destructive defiance hires zentropa dining sleeping car company modeled mitropa whose owner one nazi collaborators occupiers whitewash hero falls love daughter later turns member werewolf nazi post war terrorists understand world europeans anymore rage blows railroad bridge train saved final note historical correctness real world werewolf nowhere important film implies mostly final nazi propaganda coup ss unit assassinated major allied occupied aachen two months capitulation nazis announced creation whole legions saboteurs terrorists ready fight behind lines werewolf hundred mostly hitler youth received training two three times deployed murder suspected communists forced labourer foreigners bavarian villages imprint lasting fear inhabitants hitler death war end fell apart however werewolf propaganda profound effect occupiers feared werewolf everywhere suspected behind serious accident without exception another cause found later ignored recent pseudo historians example gas main exploded police hq bombed bremen soviet military commander died motorbike accident berlin effect strongest soviets arrested tens thousands large part children preemptively suspicion werewolf closed prison camps lot died,7
134_10.txt,someone release movie dvd take hallowed place greatest films time ten twenty years critics film historians look back called films 1990 see vapid part lars von trier tried revolutionize revitalize international film world masterpiece stands zentropa europa referred outside us one fascinating artistic views bleakness almost psychotic uncertainty oozed post wwii europe namely decimated german landscape whose physical horrors matched damage psyche people von trier brilliantly paints vision screen feel like watching lost espionage noir classic late 1940 perfectly lighted black white scenes time feel brink something beyond cutting edge especially scenes like assassination aboard train literally see movie witnessing evolution art form reason von trier got caught dogma movement shortly breaking waves dancer dark classics right zentropa truly lifted art film making new exciting heights 10 10 ages like fine wine begs dvd release,8
135_7.txt,excellent piece puppet series film showed series one seven one woman trying stop new puppet master would never guessed puppets would pain plus showed puppet master series see see badly like part two showed appearance torch turn things humans cool showed return puppet master part one also showed little aliens part 4 also cool showed people episodes might good thanks puppet master going big hit,8
136_10.txt,movie great way series finally end peter boy puppet master iii grown puppet master well girl comes destroy puppets learn toulon secrets instead listens story puppets movie footage puppet master ii puppet master iii puppet master 4 puppet master 5 curse puppet master retro puppet master sorry guess paramount let use scenes 1 personally wish puppet master vs demonic toys would finally made way movie ends basically say final movie series,5
137_7.txt,negative reviews heard movie doubtful giving go â 3 99 wallet thought id gamble buying budget like movie saw gave ago glad enjoyed directed star films chain reaction ring bourne identity brian cox gamble even rubbish found humour quite funny especially alfred molina star spider man 2 character doc ock excellent enjoyable part film course like many people bought movie saw matthew name made get part big short end film big part makes believe thats people hate film suggest give go parts pit poor needed polishing acting bit action watchable,8
138_7.txt,understand comments focus mcconaughey never interesting film actor best part movie writing wit alfred molina patrick mcgaw make unusual comic duo definitely stock types although one say characters well developed make less funny version saw hdnet subtitles spanish dialog certainly problem use spanish gives authenticity underrated movie judging unusually low score imdb members given thought fun interesting worth 7 least lot slick movies higher scores making big money box office much less interesting,8
139_10.txt,first riget wonderful good comedy mystery thriller time nice combination strange dogma style telling story together good music great actors unfortunately end unacceptable thinking possible continue story without helmer drusse idea think lars make riget iii little bit different sure 3rd part without helmer suggestion mayble little bit stupid maybe know lars likes experiment make small experiment riget3 think solution create puppet driven animation like example team america trey parker even computer 3d animation know real actors principle believe could work way possible make actors alive riget fans big difference animation done good way average watcher consider normal first shots movie important thing story completely understandable possible create riget 3 actors nowadays play animation look possibilities gives even marketing one great director finishes trilogy 10 years using puppet animation dreams hope see riget 3 someday even see script curious story ends expect everybody greets slajps talking kingdom hospital stephen king,8
13_7.txt,production quality cast premise authentic new england waterbury ct locale lush john williams score resulted 3 4 star collectors item unfortunately got passable 2 star decent flick mostly memorable tried bring art house style film mainstream small town locale story ordinary people genre well done satisfy grownups jane fonda unable hide braininess enough make character believable wondered post doctorate yale instead working dead end factory job waterbury robert diniro character bit contrived illiterate nice guy loser turns actually little help jane character 1990 version henry ford thomas edison genre successfully handled nobody fool mid 90s year 2003 schmidt wish main stream studios would try stuff post adolescents reserve couple screens multi cinema complexes efforts give effort,8
140_8.txt,normally like series predictable tend become boring dull fast series however well played story follows episodes even miss one story still catching mind episodes filmed hospital takes mysteries dark old secrets lies beneath surface mighty hospital,8
141_9.txt,eeriness dark secrets released final parts lars von trier fantastic horror satire kingdom much revealed ending leaves begging plus great performance udo kier substantial role,7
142_8.txt,second part actually episode 4 8 hit danish tv series slightly inferior first one plenty laughs scares well time udo kier plays two parts monster baby demon like father standout parts time sã ren pilmarkâ doctor krogshoj must face horrible revenge dr helmer patient mrs drusse tries solve mysteries miss marple style ends cliffhanger following deaths lead actors ernst hugo jã regã rd dr helmer kirsten rolffes mrs drusse wonder theyâ ever going able making part iii hope von trier give shot sadly morten rotne leffers downâ syndrome dishwasher 2 died shortly well look stellan skarsgã rd cameo,7
143_7.txt,riget ii good sequel quite good first one series seem quite serious first one much comedy good one though back danish rigshospitalet danish national hospital mrs drusse leave hospital work done fate want otherwise soon chasing ghosts helmer everyone mad soon get much worse black powers unleashed kingdom story involves lot comedy previous means lot fun makes take series little less serious story kept lot elements last series added new ones well written new elements kind silly save making like comedy good story good original thrilling first series actors addition regular cast good odd story setting parts total freak show characters change show keep serious keep real easy job yet actors handle whole situation perfectly much good qualities first series kept intact cinematography one qualities hand held camera made trier world famous gives suspense reality series gives camera unique ability move follow characters trier makes use abilities good movement great lightning good composition editing makes enjoyable watch prepare see better effect sequel first also prepared see think green thing looked good thought unoriginal fit never less effects like ghosts really good non digital effects looks good little brother looks really odd accept say effects ok good music also quite good moody nice really touching fits really nice first one rather little music action scenes works well together makes good sequel seen riget see one without disappointed many qualities first series however would recommend seeing first series seeing two makes series wanna miss,8
144_8.txt,wow 5 hours riget lars continues great combination occult dark horror soap opera drama picking exactly last episode previous series left complete high intensity suspense though last better worse installation franchise seems somewhat bent haste last series seemed pass day week episode whereas clearly one long stretch one episode ends next begins lot said lars von trier diverse pretty eccentric qualities show plot continues excellence giving regular characters minor players previous four episodes attention basically every character first returns least far main roles go pacing sharp first part found less gripped one kind way say involve though still found constantly watching several points reacting strongly often loud going extremely unusual behavior incredibly silent person also first like first also brings loaded ethical questions building foundation first brings story sequel scope also bigger grander spirits bizarre occurrences subplots strong graphic material first also returns kicked notch characters developed acting amazing first udo kier solidifies immense talent anyone doubted playing difficult character anyone seen first series likely figure mean acting language speak later dubbed still handing strong performance cinematography remains great still hand held rapid zooms occasional long take editing sharp direct cuts sound though prominent first said would really like able rate perfect 10 least like first four episodes truly enjoyed watching regret least shortcomings ones first part first humor takes much space time around even worse several new regular characters reason provide comic relief three less scenes set executed reason make audience laugh fine comedy dark unpleasant yes nothing short sadistic times horror piece helmer solitary secret hiding place solitude changed hospital roof could see beloved sweden bathroom angle inside bowl read right general humor seems low brow sex bodily function jokes begs question whilst writing excellent downright dire several scenes basically copied first mini series one would guess due popularity aired times drama seems bit bombastic first jumps much times fortunately seldom still noticeably plot points items explained away easily certain character living denmark apparent reason example anyone seen knows speaking two dishwashers still mysterious insightful become much gimmick overexposed end guess scenes still enjoyable though addition want reassure reader spite negative things written still mostly good definitely enjoyable compelling powerful humble opinion definitely seen anyone liked first though belong group expect feel story finished watching first recommend fan lars von trier anyone enjoyed first riget wants came urge anyone even considering watching make sure seen first bought bought first held watching bought first watched tell glad though features brief summary events first immense amount details aspects would miss see watching slightly lesser sequel definitely still one watch liked first 8 10,8
145_10.txt,sequel kingdom bloodier even twisted saw half exhausted sit 5 1 2 hours loved saw ghosts blood murder poisoning mutated babies voodoo strong stomach like weird movies also see part 1 understand figure anyone know kingdom 1 2 available dvd sitting marathon movies theatre tiring sadly probably kingdom 3 ernst hugo jaregard sig died year filmed never know,8
146_10.txt,reached end almost shouting cannot end many unanswered questions engagement dishwashers mona disappearance helmer comeuppance zombie little brother saved father head argh read least two cast members passed say know probably true lars von trier vision would gladly look past replacement actors see ending planned granted would hard find someone play helmer character deserves helmer doctor love hate think yet see self absorbed oblivious self righteous character screen could overlook change actors know ends,8
